file name,line count, actual content line count,number of revisions,lines per revision
nuget/nuget/-/Markdig.Signed.yaml,20,15,5,3
nuget/nuget/-/Markdig.yaml,8,3,1,3
nuget/nuget/-/Markdown.yaml,20,15,5,3
nuget/nuget/-/MaterialDesignThemes.yaml,14,9,3,3
nuget/nuget/-/MathNet.Numerics.yaml,8,3,1,3
nuget/nuget/-/MediaTypeMap.Core.yaml,8,3,1,3
nuget/nuget/-/MessagePack.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AppCenter.Analytics.yaml,16,11,1,11
nuget/nuget/-/Microsoft.AppCenter.Crashes.yaml,16,11,1,11
nuget/nuget/-/Microsoft.AppCenter.Distribute.yaml,16,11,1,11
nuget/nuget/-/Microsoft.AppCenter.yaml,16,11,1,11
nuget/nuget/-/Microsoft.ApplicationInsights.Agent.Intercept.yaml,14,9,3,3
nuget/nuget/-/Microsoft.ApplicationInsights.Agent_x64.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.Agent_x86.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.AspNetCore.yaml,26,21,7,3
nuget/nuget/-/Microsoft.ApplicationInsights.DependencyCollector.yaml,41,36,12,3
nuget/nuget/-/Microsoft.ApplicationInsights.EntlibTraceListener.yaml,11,6,2,3
nuget/nuget/-/Microsoft.ApplicationInsights.JavaScript.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.Log4NetAppender.yaml,17,12,4,3
nuget/nuget/-/Microsoft.ApplicationInsights.NLogTarget.yaml,11,6,2,3
nuget/nuget/-/Microsoft.ApplicationInsights.PerfCounterCollector.yaml,68,63,21,3
nuget/nuget/-/Microsoft.ApplicationInsights.PerformanceCollector.yaml,23,18,6,3
nuget/nuget/-/Microsoft.ApplicationInsights.PersistenceChannel.yaml,32,27,9,3
nuget/nuget/-/Microsoft.ApplicationInsights.StatusMonitorAgent.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.StatusMonitorInstrumentation2.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.StatusMonitorInternal.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.TraceListener.yaml,38,33,11,3
nuget/nuget/-/Microsoft.ApplicationInsights.Tracing.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.UniversalTelemetryChannel.yaml,8,3,1,3
nuget/nuget/-/Microsoft.ApplicationInsights.Web.TelemetryChannel.yaml,14,9,3,3
nuget/nuget/-/Microsoft.ApplicationInsights.Web.yaml,23,18,6,3
nuget/nuget/-/Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel.yaml,56,51,17,3
nuget/nuget/-/Microsoft.ApplicationInsights.WindowsServer.yaml,32,27,9,3
nuget/nuget/-/Microsoft.ApplicationInsights.yaml,53,48,16,3
nuget/nuget/-/Microsoft.AspNet.ApplicationInsights.HostingStartup.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.All.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Antiforgery.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.ApplicationInsights.HostingStartup.yaml,11,6,2,3
nuget/nuget/-/Microsoft.AspNetCore.App.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Cookies.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Core.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Facebook.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Google.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.JwtBearer.yaml,20,15,5,3
nuget/nuget/-/microsoft.aspnetcore.authentication.microsoftaccount.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.MicrosoftAccount.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.OAuth.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.OpenIdConnect.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.Twitter.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.WsFederation.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Authentication.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Authorization.Policy.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Authorization.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.AzureAppServices.HostingStartup.yaml,11,6,2,3
nuget/nuget/-/Microsoft.AspNetCore.AzureAppServicesIntegration.yaml,11,6,2,3
nuget/nuget/-/Microsoft.AspNetCore.Connections.Abstractions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.CookiePolicy.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Cors.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Cryptography.Internal.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Cryptography.KeyDerivation.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.DataProtection.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.DataProtection.AzureKeyVault.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.DataProtection.AzureStorage.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.DataProtection.Extensions.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.DataProtection.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Diagnostics.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Diagnostics.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.HostFiltering.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Hosting.Abstractions.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Hosting.Server.Abstractions.yaml,23,18,6,3
nuget/nuget/-/microsoft.aspnetcore.hosting.windowsservices.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Hosting.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Html.Abstractions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Http.Abstractions.yaml,23,18,6,3
nuget/nuget/-/microsoft.aspnetcore.http.connections.common.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Http.Connections.Common.yaml,20,15,5,3
nuget/nuget/-/microsoft.aspnetcore.http.connections.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Http.Connections.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Http.Extensions.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Http.Features.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.HttpOverrides.yaml,23,18,6,3
nuget/nuget/-/microsoft.aspnetcore.httpspolicy.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.HttpsPolicy.yaml,11,6,2,3
nuget/nuget/-/microsoft.aspnetcore.http.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Http.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Identity.EntityFrameworkCore.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Identity.UI.yaml,17,12,4,3
nuget/nuget/-/microsoft.aspnetcore.identity.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Identity.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.JsonPatch.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Localization.Routing.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Localization.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.MiddlewareAnalysis.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Abstractions.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Analyzers.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.ApiExplorer.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Core.yaml,32,27,9,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Cors.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.DataAnnotations.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Formatters.Json.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Formatters.Xml.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Localization.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Razor.Extensions.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.RazorPages.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Razor.ViewCompilation.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.Razor.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.TagHelpers.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.ViewFeatures.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Mvc.WebApiCompatShim.yaml,16,11,2,5
nuget/nuget/-/Microsoft.AspNetCore.Mvc.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.NodeServices.yaml,14,9,3,3
nuget/nuget/-/microsoft.aspnetcore.owin.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Owin.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Razor.Design.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Razor.Language.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Razor.Runtime.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Razor.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.ResponseCaching.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.ResponseCaching.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.ResponseCompression.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Rewrite.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Routing.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.Routing.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Server.HttpSys.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.Server.IISIntegration.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNetCore.Server.IIS.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.Core.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.Https.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.Transport.Abstractions.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.Server.Kestrel.yaml,29,24,8,3
nuget/nuget/-/Microsoft.AspNetCore.Session.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.SignalR.Common.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.SignalR.Core.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.SignalR.Protocols.Json.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.SignalR.Redis.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.SignalR.yaml,17,12,4,3
nuget/nuget/-/Microsoft.AspNetCore.SpaServices.Extensions.yaml,11,6,2,3
nuget/nuget/-/Microsoft.AspNetCore.SpaServices.yaml,14,9,3,3
nuget/nuget/-/Microsoft.AspNetCore.StaticFiles.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.TestHost.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNetCore.WebSockets.yaml,20,15,5,3
nuget/nuget/-/Microsoft.AspNetCore.WebUtilities.yaml,23,18,6,3
nuget/nuget/-/Microsoft.AspNetCore.yaml,32,27,9,3
nuget/nuget/-/Microsoft.AspNet.OData.Versioning.ApiExplorer.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNet.OData.Versioning.yaml,26,21,7,3
nuget/nuget/-/Microsoft.AspNet.OData.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,35,30,10,3
nuget/nuget/-/Microsoft.Automatic.Graph.Layout.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Amqp.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Azure.Batch.Conventions.Files.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Azure.Commerce.UsageAggregates.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.Common.Authentication.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Azure.Common.Dependencies.yaml,19,12,1,12
nuget/nuget/-/Microsoft.Azure.Common.yaml,58,51,11,4
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,32,27,9,3
nuget/nuget/-/Microsoft.Azure.Cosmos.Table.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Azure.DataLake.Store.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Devices.Client.yaml,28,23,5,4
nuget/nuget/-/Microsoft.Azure.Devices.Shared.yaml,25,20,4,5
nuget/nuget/-/Microsoft.Azure.Devices.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.DocumentDB.Core.yaml,24,19,2,9
nuget/nuget/-/Microsoft.Azure.EventHubs.Processor.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.EventHubs.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Azure.Graph.RBAC.yaml,29,24,8,3
nuget/nuget/-/Microsoft.Azure.Insights.yaml,35,30,10,3
nuget/nuget/-/Microsoft.Azure.KeyVault.Core.yaml,55,48,10,4
nuget/nuget/-/Microsoft.Azure.KeyVault.Cryptography.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.KeyVault.Extensions.yaml,44,39,13,3
nuget/nuget/-/Microsoft.Azure.KeyVault.WebKey.yaml,49,42,8,5
nuget/nuget/-/Microsoft.Azure.KeyVault.yaml,92,84,19,4
nuget/nuget/-/Microsoft.Azure.MachineLearning.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.Management.ApiManagement.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Azure.Management.AppService.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Authorization.yaml,47,42,14,3
nuget/nuget/-/Microsoft.Azure.Management.Automation.yaml,32,27,9,3
nuget/nuget/-/Microsoft.Azure.Management.BackupServices.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.BatchAI.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Batch.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Batch.yaml,38,33,11,3
nuget/nuget/-/Microsoft.Azure.Management.Cdn.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Compute.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Compute.yaml,122,117,38,3
nuget/nuget/-/Microsoft.Azure.Management.ContainerInstance.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.ContainerRegistry.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.ContainerService.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.CosmosDB.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.DataFactories.Internal.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.DataFactories.yaml,89,84,28,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.AnalyticsCatalog.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.AnalyticsJob.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.Analytics.yaml,59,54,18,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.StoreFileSystem.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.StoreUploader.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Azure.Management.DataLake.Store.yaml,65,60,20,3
nuget/nuget/-/Microsoft.Azure.Management.Dns.Fluent.yaml,38,33,4,8
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,35,30,10,3
nuget/nuget/-/Microsoft.Azure.Management.Engagement.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.EventGrid.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.EventHub.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.EventHub.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Azure.Management.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Graph.RBAC.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.IotHub.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.KeyVault.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.KeyVault.yaml,41,36,12,3
nuget/nuget/-/Microsoft.Azure.Management.Kusto.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.Locks.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Logic.yaml,32,27,9,3
nuget/nuget/-/Microsoft.Azure.Management.Monitor.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Monitor.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Management.Msi.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Network.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Network.yaml,143,138,46,3
nuget/nuget/-/Microsoft.Azure.Management.NotificationHubs.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Azure.Management.OperationalInsights.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Azure.Management.Redis.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,35,30,10,3
nuget/nuget/-/Microsoft.Azure.Management.ResourceManager.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.ResourceManager.yaml,25,20,5,4
nuget/nuget/-/Microsoft.Azure.Management.Resources.yaml,65,60,20,3
nuget/nuget/-/Microsoft.Azure.Management.Scheduler.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Azure.Management.Search.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.ServiceBus.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Sql.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Sql.yaml,83,78,26,3
nuget/nuget/-/Microsoft.Azure.Management.Storage.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.Storage.yaml,71,66,22,3
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,35,30,10,3
nuget/nuget/-/Microsoft.Azure.Management.TrafficManager.Fluent.yaml,35,30,3,10
nuget/nuget/-/Microsoft.Azure.Management.TrafficManager.yaml,38,33,11,3
nuget/nuget/-/Microsoft.Azure.Search.yaml,77,72,24,3
nuget/nuget/-/Microsoft.Azure.ServiceBus.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Azure.Services.AppAuthentication.yaml,22,17,3,5
nuget/nuget/-/Microsoft.AzureStack.AzureConsistentStorage.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AzureStack.Management.KeyVault.Admin.yaml,8,3,1,3
nuget/nuget/-/Microsoft.AzureStack.Management.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Azure.Storage.Blob.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Azure.Storage.Common.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Azure.Storage.DataMovement.yaml,71,66,22,3
nuget/nuget/-/Microsoft.Azure.Storage.File.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Azure.Storage.Queue.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Bot.Builder.Azure.yaml,50,45,15,3
nuget/nuget/-/Microsoft.Bot.Connector.Teams.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Bot.Schema.yaml,8,3,1,3
nuget/nuget/-/Microsoft.CodeAnalysis.Razor.yaml,26,21,7,3
nuget/nuget/-/Microsoft.CSharp.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Data.Edm.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Data.OData.yaml,23,18,5,3
nuget/nuget/-/Microsoft.Data.Services.Client.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Data.Sqlite.Core.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Data.Sqlite.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Diagnostics.Instrumentation.Extensions.Intercept.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Diagnostics.Tracing.TraceEvent.yaml,38,33,4,8
nuget/nuget/-/Microsoft.DotNet.PlatformAbstractions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.EntityFrameworkCore.Abstractions.yaml,25,20,4,5
nuget/nuget/-/Microsoft.EntityFrameworkCore.Analyzers.yaml,25,20,4,5
nuget/nuget/-/Microsoft.EntityFrameworkCore.Design.yaml,28,23,5,4
nuget/nuget/-/Microsoft.EntityFrameworkCore.InMemory.yaml,28,23,5,4
nuget/nuget/-/Microsoft.EntityFrameworkCore.Relational.yaml,28,23,5,4
nuget/nuget/-/Microsoft.EntityFrameworkCore.Sqlite.Core.yaml,11,6,2,3
nuget/nuget/-/Microsoft.EntityFrameworkCore.Sqlite.yaml,11,6,2,3
nuget/nuget/-/Microsoft.EntityFrameworkCore.SqlServer.yaml,28,23,5,4
nuget/nuget/-/Microsoft.EntityFrameworkCore.Tools.yaml,28,23,5,4
nuget/nuget/-/Microsoft.EntityFrameworkCore.yaml,25,20,4,5
nuget/nuget/-/Microsoft.Extensions.Caching.Abstractions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Caching.Memory.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Caching.Redis.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Extensions.Caching.SqlServer.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Configuration.Abstractions.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Extensions.Configuration.AzureKeyVault.yaml,17,12,4,3
nuget/nuget/-/microsoft.extensions.configuration.binder.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Configuration.Binder.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Extensions.Configuration.CommandLine.yaml,20,15,5,3
nuget/nuget/-/microsoft.extensions.configuration.environmentvariables.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Configuration.EnvironmentVariables.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Configuration.FileExtensions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Configuration.Ini.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Extensions.Configuration.Json.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Configuration.KeyPerFile.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Extensions.Configuration.UserSecrets.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Configuration.Xml.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Extensions.DependencyInjection.Abstractions.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Extensions.DependencyInjection.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Extensions.DependencyModel.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.DiagnosticAdapter.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Extensions.FileProviders.Abstractions.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.FileProviders.Composite.yaml,25,20,5,4
nuget/nuget/-/microsoft.extensions.fileproviders.embedded.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.FileProviders.Embedded.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Extensions.FileProviders.Physical.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.FileSystemGlobbing.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Hosting.Abstractions.yaml,23,18,6,3
nuget/nuget/-/microsoft.extensions.hosting.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Hosting.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Extensions.Http.yaml,11,6,2,3
nuget/nuget/-/microsoft.extensions.identity.core.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Identity.Core.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Identity.Stores.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Localization.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Localization.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Logging.Abstractions.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Logging.ApplicationInsights.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Logging.AzureAppServices.yaml,10,6,2,3
nuget/nuget/-/Microsoft.Extensions.Logging.Configuration.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Logging.Console.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.Logging.Debug.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.Logging.EventSource.yaml,17,12,4,3
nuget/nuget/-/microsoft.extensions.logging.tracesource.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Logging.TraceSource.yaml,14,9,3,3
nuget/nuget/-/Microsoft.Extensions.Logging.yaml,23,18,6,3
nuget/nuget/-/Microsoft.Extensions.ObjectPool.yaml,17,12,4,3
nuget/nuget/-/Microsoft.Extensions.Options.ConfigurationExtensions.yaml,20,15,5,3
nuget/nuget/-/microsoft.extensions.options.dataannotations.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Options.DataAnnotations.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Extensions.Options.yaml,26,21,7,3
nuget/nuget/-/Microsoft.Extensions.Primitives.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Extensions.WebEncoders.yaml,20,15,5,3
nuget/nuget/-/Microsoft.Hadoop.Avro.yaml,11,6,2,3
nuget/nuget/-/Microsoft.Hadoop.Client.yaml,23,18,6,3
nuget/nuget/-/Microsoft.HBase.Client.yaml,8,3,1,3
nuget/nuget/-/Microsoft.Identity.Client.yaml,17,12,4,3
nuget/nuget/-/Microsoft.IdentityModel.Clients.ActiveDirectory.yaml,129,124,22,5
