file name,length of longest curation,full length of curations,number of lines,revision,number of revisions
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.6.1",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.4.1",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.2.1",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.2.0",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.10.0",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.0.1",10
nuget/nuget/-/NUnit.Console.yaml,2,30,35,"3.0.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.9.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.8.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.7.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.6.1",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.6.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.5.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.4.1",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.2.1",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.2.0",10
nuget/nuget/-/NUnit.ConsoleRunner.yaml,2,30,35,"3.10.0",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.8.1",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.8.0",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.7.2",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.7.1",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.7.0",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.6.3",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.6.1",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.6.0",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.5.3",10
nuget/nuget/-/NUnit3.DotNetNew.Template.yaml,2,30,35,"1.5.1",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.9.4",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.9.2",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.8.0",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.5.0",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.3.0",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.2.0",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"4.0.0",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"3.5.0-beta-final",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"3.5.0-beta2-1484",10
nuget/nuget/-/NuGet.Versioning.yaml,2,30,35,"3.3.0",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.9.4",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.7.1",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.6.2",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.5.1",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.4.1",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.3.0",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"4.1.0",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"3.5.0",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"3.4.3",10
nuget/nuget/-/NuGet.CommandLine.yaml,2,30,35,"3.3.0",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.8.209",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.8.132",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.8.122",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.6.46",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.5.32",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.4.4",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.3.23",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.3.20",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"15.0.240",10
nuget/nuget/-/Microsoft.VisualStudio.Threading.yaml,2,30,35,"14.1.131",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.7.0",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.6.4",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.6.1",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.6.0",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.5.4",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.5.1",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.5.0",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"7.4.4",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"6.19.0",10
nuget/nuget/-/Microsoft.OData.Client.yaml,2,30,35,"6.16.0",10
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.2.0",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.1.1",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.1.0-preview2-final",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.1.0-preview1-final",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.1.0",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.0.1",8
nuget/nuget/-/Microsoft.Extensions.Configuration.yaml,2,30,35,"2.0.0",8
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.9.3",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.9.2",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.8.0",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.7.2",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.7.0",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.6.3",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.5.3",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.10.3",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.10.2",10
nuget/nuget/-/Microsoft.Bot.Configuration.yaml,2,30,35,"4.10.0",10
nuget/nuget/-/Microsoft.Azure.Management.TrafficManager.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"2.1.0",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"2.0.1",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"2.0.0",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.8.3",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.8.1",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.8.0",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.7.3",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.7.1",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.7.0",10
nuget/nuget/-/Microsoft.Azure.Management.StreamAnalytics.yaml,2,30,35,"1.4.1",10
nuget/nuget/-/Microsoft.Azure.Management.Storage.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Sql.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.ServiceBus.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Search.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.ResourceManager.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"4.4.1",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"4.4.0",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"4.3.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"4.2.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"4.0.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"3.1.1-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"2.0.1-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"1.2.1-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"1.2.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.yaml,2,30,35,"1.0.1-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Redis.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Network.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Msi.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Monitor.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Locks.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.KeyVault.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Graph.RBAC.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.EventHub.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"3.0.1",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"3.0.0",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"2.2.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"2.1.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"2.0.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"1.9.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"1.8.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"1.7.2-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"1.3.0-preview",10
nuget/nuget/-/Microsoft.Azure.Management.Dns.yaml,2,30,35,"1.2.1-preview",10
nuget/nuget/-/Microsoft.Azure.Management.CosmosDB.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.ContainerService.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.ContainerRegistry.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.ContainerInstance.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Compute.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Cdn.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.Batch.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.BatchAI.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Management.AppService.Fluent.yaml,2,30,35,"1.21.0",3
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.9.1-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.7.7-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.7.2-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.16.0-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.15.0-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.14.1-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.14.0-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.13.1-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.11.0-preview",10
nuget/nuget/-/Microsoft.Azure.Insights.yaml,2,30,35,"0.10.0-preview",10
nuget/nuget/-/Microsoft.Azure.DocumentDB.Core.yaml,2,30,35,"2.1.3",3
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"2.1.2",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"2.1.0",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"2.0.0",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.1.4",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.1.3",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.1.2",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.1.1",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.1.0",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"1.0.0",10
nuget/nuget/-/Microsoft.Azure.CosmosDB.Table.yaml,2,30,35,"0.9.0-preview",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"3.0.0-beta1",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.3.0",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.2.0",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.1.0-rc1",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.1.0-beta2",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.1.0",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.0.3",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.0.2",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.0.1",10
nuget/nuget/-/Microsoft.AspNet.WebApi.Versioning.yaml,2,30,35,"2.0.0",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.2.2",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.2.1",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.2.0",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.1.4",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.1.3",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.1.2",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.1.1",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2020.1.0",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2019.3.4",10
nuget/nuget/-/JetBrains.ReSharper.CommandLineTools.yaml,2,30,35,"2019.2.0",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.207",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.205",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.199",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.197",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.187",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.185",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.183",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"4.0.181",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"3.4.156",10
nuget/nuget/-/HtmlSanitizer.yaml,2,30,35,"3.2.105",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.9.8",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.9.3",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.9.1.8",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.13.8",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.13.7",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.13.5",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.13.3",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.12.0",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.11.0",10
nuget/nuget/-/DotNetZip.yaml,2,30,35,"1.10.1",10
nuget/nuget/-/boost.yaml,2,30,35,"1.72.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.71.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.70.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.69.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.68.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.67.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.66.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.65.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.64.0",10
nuget/nuget/-/boost.yaml,2,30,35,"1.63.0",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.9.9",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.9",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.3",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.2",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.14",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.13",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.12",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.11",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.10",10
nuget/nuget/-/BenchmarkDotNet.Core.yaml,2,30,35,"0.10.0",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"7.0.0",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"6.1.1",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"6.0.0",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"5.0.1",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"4.0.1",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"3.2.0",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"3.0.1",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"2.0.1",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"1.2.0",10
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,2,30,35,"1.0.1-alpha",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"23.2.0",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"23.0.0",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"22.1.1",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"21.2.2",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"21.1.1",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"21.1.0",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"20.2.0",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"19.1.4",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"19.0.0",10
npm/npmjs/-/ag-grid-enterprise.yaml,2,30,35,"10.0.1",10
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"3.2.4",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"2.27.0",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"2.23.4",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"2.19.0",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"2.17.0",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"1.10.8",8
maven/mavencentral/org.mockito/mockito-core.yaml,2,29,35,"1.10.19",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"3.1.0-beta103",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"3.0.1",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"2.6.0.12-beta",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"2.5.8",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"2.5.4",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"2.5.1",8
nuget/nuget/-/Xam.Plugins.Settings.yaml,2,29,34,"2.1.0",8
nuget/nuget/-/Ninject.yaml,2,28,33,"3.3.2-beta1",6
nuget/nuget/-/Ninject.yaml,2,28,33,"3.2.2",6
nuget/nuget/-/Ninject.yaml,2,28,33,"3.2.0",6
nuget/nuget/-/Ninject.yaml,2,28,33,"3.0.0.15",6
git/github/jquery/jquery.yaml,2,27,33,"8f2a9d9272d6ed7f32d3a484740ab342c02541e0",5
git/github/jquery/jquery.yaml,2,27,33,"16b079b164d62bd807c612806842a13bf9b04d17",5
git/github/jquery/jquery.yaml,2,27,33,"13e9cde0efeadbbc5b3a375ee642bed394dd3a59",5
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.18.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.17.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.16.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.15.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.13.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.11.0",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.0.60",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.0.53",9
pypi/pypi/-/azureml-train-restclients-hyperdrive.yaml,2,27,32,"1.0.18",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.18.0",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.17.0",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.16.0",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.13.0",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.11.0",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.0.60",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.0.53",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.0.39",9
pypi/pypi/-/azureml-train-core.yaml,2,27,32,"1.0.18",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.18.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.17.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.16.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.15.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.13.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.11.0",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.0.60",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.0.39",9
pypi/pypi/-/azureml-pipeline-steps.yaml,2,27,32,"1.0.18",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.18.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.17.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.16.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.15.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.13.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.12.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.11.0.post1",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.11.0",9
pypi/pypi/-/azureml-dataset-runtime.yaml,2,27,32,"1.10.0",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.4.1-pre.build.4059",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.4.1",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.4.0",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.3.1",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.3.0-beta4-build3742",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.3.0",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.2.0",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.1.0",9
nuget/nuget/-/xunit.core.yaml,2,27,32,"2.0.0",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.9.2",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.8.5",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.7.6",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.7.13",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.6.0",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.3.2",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.2.7",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"4.2.1",9
nuget/nuget/-/TinyMCE.yaml,2,27,32,"3.4.5",9
nuget/nuget/-/System.ServiceModel.Http.yaml,2,27,32,"4.5.3",9
nuget/nuget/-/System.ServiceModel.Http.yaml,2,27,32,"4.5.2",9
nuget/nuget/-/System.ServiceModel.Http.yaml,2,27,32,"4.5.1",9
